"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"HUEFS","264277","Rhipsalis crispata (Haw.) Pfeiff.","Plantae","Cactaceae","Rhipsalis","2013","3","2","Brasil","São Paulo",,"Parque Estadual de Ilhabela. Estrada para praia de Castelhanos.","UEFS","PRESERVED_SPECIMEN","V.R.França",,,,,,"https://specieslink.net/col/204","crispata","França, V.B.","-45.3475","-23.847778","2024-10-29 07:17:47","(Haw.) Pfeiff.","1","414","414",,,"Tracheophyta","Magnoliopsida","Caryophyllales",,,,,,,,,,,"GBIF","São Sebastião","2013-01-01","Rhipsalis crispata (Haw.) Pfeiff.",,"BR",,,"2013-03-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao sebastiao","parque estadual de ilhabela, estrada para praia de castelhanos",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county","4928887012",,,,"https://specieslink.net/guid/204/264277",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rhipsalis",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,TRUE,FALSE,"Rhipsalis crispata","Rhipsalis crispata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","EN","https://images.cria.org.br/viewer/HUEFS0264277","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Rhipsalis crispata","(Haw.) Pfeiff.","name_w_authors","Cactaceae","Rhipsalis crispata","(Haw.) Pfeiff.","species","name accepted","bfo-1694",,,"Rhipsalis crispata (Haw.) Pfeiff.","Rhipsalis","Cactaceae","unknown","Rhipsalis crispata"
"user",,"RB","RB01576982","Rhipsalis oblonga Loefgr.","Plantae","Cactaceae","Rhipsalis","2013","3","2","Brasil","São Paulo",,"Parque Estadual de Ilhabela. Estrada para praia de Castelhanos, trilha da Água Branca. Poço do Jabuti. Poço do Jabuti. Local: sombreado. Em árvore, cerca de 1 m do chão, encimada cachoeira","JBRJ","Preserved Specimen","V.R. França",,,,"23º50´46´´","23º50´46´´W",,"oblonga","V.B. França","-23.8461111","-23.8461111",,"Loefgr.","4",,,,,,,,,,,,,,,,,,,"São Sebastião",,,,"BR",,,"2013-3-2",,,,,,,"sp.","Physical Object",,,,"RB",,"Franca, V.B.","4","2013","Franca, V.R.","n.d.",,"Franca",,"brazil","sao paulo","sao sebastiao","parque estadual de ilhabela, estrada para praia de castelhanos",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1576982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/57/69/82/01576982.jpg",,,,,,,,,,,,,,,,,"2025-01-06 16:50:55+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Rhipsalis oblonga","Loefgr.","name_w_authors","Cactaceae","Rhipsalis oblonga","Loefgr.","species","name accepted","bfo-1713",,,"Rhipsalis oblonga Loefgr.","Rhipsalis","Cactaceae","low","Rhipsalis oblonga"
"speciesLink","HRCB022505","HRCB","22505","Pleurostachys beyrichii","Plantae","Cyperaceae","Pleurostachys","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","UNESP-RC","PreservedSpecimen","Araújo, A.C.","1997","06","30",,,"15","beyrichii","Proença, S.L.","-45.349998","-23.77","2025-02-04T08:01:08","(Nees) Steud.","89",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","1997-06-30",,,,,,,,,,,,,,,,,,"HRCB",,"Proenca, S.L.","89","1995","Araujo, A.C.","1997",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Rhynchospora orbignyana","(Brongn.) L.B.Sm.","possibly_ok","Cyperaceae","Rhynchospora orbignyana","(Brongn.) L.B.Sm.","species","replaced synonym","bfo-51778","Rhynchospora orbignyana","(Brongn.) L.B.Sm.","Rhynchospora orbignyana (Brongn.) L.B.Sm.","Rhynchospora","Cyperaceae","low","Rhynchospora orbignyana"
"speciesLink","UEC083456","UEC","74669","Rubus rosifolius rosifolius","Plantae","Rosaceae","Rubus","1995","08","23","Brazil","São Paulo","Ilhabela","Ilhabela, Parque Estadual de Ilhabela. Trilha da Água Branca.","UNICAMP","S","Kiyama, CY","1997","05","14","0","0","2","rosifolius","Proença, SL; Rapini, A; Kirizawa, M; Ferreira, C","-45.349998","-23.77","2025-04-07T11:02:58","Sm.","93",,,"rosifolius","23719","Magnoliopsida",,,,,,,,,,,,,"SPLINK","Ilhabela","1997-05-14",,,,,,,,,,,,,,,,,,"UEC",,"Proenca, S.L.","93","1995","Kiyama, C.Y.","1997","Rapini, A.; Kirizawa, M.; Ferreira, C.","Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Rubus rosifolius var. rosifolius","Sm.","not_Genus_epithet_format","Rosaceae","Rubus rosifolius var. rosifolius","Sm.","variety","name misspelled","bfo-32510",,,"Rubus rosifolius var. rosifolius Sm.","Rubus","Rosaceae","high","Rubus rosifolius"
"speciesLink",,"SP","288299","Rubus urticifolius","Plantae","Rosaceae","Rubus","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha dos Castellanos","IBt","PreservedSpecimen","Kiyama, CY","2003",,,"0","0","1","urticifolius","Kirizawa, M; et al.","-45.349998","-23.77","2022-07-29T11:53:04","Poir.","3205",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2003-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3205","1995","Kiyama, C.Y.","2003",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Rubus urticifolius","Poir.","possibly_ok","Rosaceae","Rubus urticifolius","Poir.","species","name accepted","bfo-20680",,,"Rubus urticifolius Poir.","Rubus","Rosaceae","high","Rubus urticifolius"
"speciesLink","SPF00161769","SPF","161769","Rustia formosa","Plantae","Rubiaceae","Rustia","1998","12","16","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","USP","PreservedSpecimen","Franco, GADC","2004","04",,"0","0","7","formosa","Pastore, JA","-45.349998","-23.77","2023-12-20T16:07:57","(Cham. & Schltdl.) Klotzsch","839",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2004-04-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pastore, J.A.","839","1998","Franco, G.A.D.C.","2004",,"Pastore",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Rustia formosa","(Cham. & Schltdl.) Klotzsch","possibly_ok","Rubiaceae","Rustia formosa","(Cham. & Schltdl.) Klotzsch","species","name accepted","bfo-14275",,,"Rustia formosa (Cham. & Schltdl.) Klotzsch","Rustia","Rubiaceae","medium","Rustia formosa"
"speciesLink",,"SP","285608","Scleria panicoides","Plantae","Cyperaceae","Scleria","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira","IBt","PreservedSpecimen","Schneider, L","2021","12",,"0","0","1","panicoides","Rapini, A; et al.","-45.349998","-23.77","2021-12-17T17:09:29","Kunth","43",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2021-12-NA",,,,,,,,,,,,,,,,,,"SP",,"Rapini, A.","43","1995","Schneider, L.","2021",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Scleria panicoides","Kunth","possibly_ok","Cyperaceae","Scleria panicoides","Kunth","species","name accepted","bfo-7310",,,"Scleria panicoides Kunth","Scleria","Cyperaceae","low","Scleria panicoides"
"speciesLink","UEC067122","UEC","58811","Serpocaulon fraxinifolium","Plantae","Polypodiaceae","Serpocaulon","1991","12","04","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","UNICAMP","S","Cardoso-Freitas, LP","2009","03","03","0","0","2","fraxinifolium","Salino, A","-45.349998","-23.77","2024-11-25T11:37:29","(Jacq.) A.R.Sm.","1207",,,,"23719","Pteridophyta",,,,,,,,,,,,,"SPLINK","Ilhabela","2009-03-03",,,,,,,,,,,,,,,,,,"UEC",,"Salino, A.","1207","1991","Cardoso-Freitas, L.P.","2009",,"Salino",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","possibly_ok","Polypodiaceae","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","species","name accepted","bfo-91751",,,"Serpocaulon fraxinifolium (Jacq.) A.R.Sm.","Serpocaulon","Polypodiaceae","low","Serpocaulon fraxinifolium"
"speciesLink","SPF00161639","SPF","161639","Siparuna brasiliensis","Plantae","Siparunaceae","Siparuna","1998","12","16","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Parque Estadual, caminho do poço da escada.","USP","PreservedSpecimen","Franco, GADC","2004","04","14","0","0","7","brasiliensis","Pastore, JA","-45.349998","-23.77","2023-12-20T16:09:29","(Spreng.) A.DC.","835","210","210",,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2004-04-14",,,,,,,,,,,,,,,,,,"SPF",,"Pastore, J.A.","835","1998","Franco, G.A.D.C.","2004",,"Pastore",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela, parque estadual",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Siparuna brasiliensis","(Spreng.) A.DC.","possibly_ok","Siparunaceae","Siparuna brasiliensis","(Spreng.) A.DC.","species","name accepted","bfo-14545",,,"Siparuna brasiliensis (Spreng.) A.DC.","Siparuna","Siparunaceae","medium","Siparuna brasiliensis"
"speciesLink",,"SP","290285","Sloanea hirsuta","Plantae","Elaeocarpaceae","Sloanea","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","IBt","PreservedSpecimen","Sampaio, D","2018","02",,"0","0","1","hirsuta","Proença, SL; et al.","-45.349998","-23.77","2022-10-21T08:59:40","(Schott) Planch. ex Benth.","85",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2018-02-NA",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","85","1995","Sampaio, D.","2018",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Sloanea hirsuta","(Schott) Planch. ex Benth.","possibly_ok","Elaeocarpaceae","Sloanea hirsuta","(Schott) Planch. ex Benth.","species","name accepted","bfo-103503",,,"Sloanea hirsuta (Schott) Planch. ex Benth.","Sloanea","Elaeocarpaceae","high","Sloanea hirsuta"
"user",,"RB","RB00634475","Smilax spicata Vell.","Plantae","Smilacaceae","Smilax","1995","8","23","Brasil","São Paulo",,"Município de Ilhabela. Parque Estadual de Ilhabela. Mata Atlântica; Trilha dos Castellanos, próximo do início da trilha da Goteira. Projeto financiado pela FAPESP.","JBRJ","Preserved Specimen","Regina Andreata",,,,,,,"spicata","M. Kirizawa, A. Rapini & S.L. Proença",,,,"Vell.","3203",,,,,,,,,,,,,,,,,,,"São Paulo","1997-12",,,"BR",,,"1995-08-23",,,,,,,"sp.","Physical Object",,,,"RB",,"Kirizawa, M.","3203","1995","Andreata, R.","1997","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","sao paulo","parque estadual de ilhabela, mata atlantica",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:634475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/63/44/75/00634475.jpg",,,,,,,,,,,,,,,,,"2014-07-08 03:57:15+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Smilax spicata","Vell.","name_w_authors","Smilacaceae","Smilax spicata","Vell.","species","name accepted","bfo-14566",,,"Smilax spicata Vell.","Smilax","Smilacaceae","low","Smilax spicata"
"speciesLink",,"SP","285877","Spigelia beyrichiana","Plantae","Loganiaceae","Spigelia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Grande Ilha Bela","IBt","PreservedSpecimen","Fernandez Casas, J","2012","05","03","0","0","1","beyrichiana","Rapini, A; et al.","-45.349998","-23.77","2024-10-04T08:43:56","Cham. & Schltdl.","41",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2012-05-03",,,,,,,,,,,,,,,,,,"SP",,"Rapini, A.","41","1995","Casas, J.F.","2012",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Spigelia beyrichiana","Cham. & Schltdl.","possibly_ok","Loganiaceae","Spigelia beyrichiana","Cham. & Schltdl.","species","name accepted","bfo-8636",,,"Spigelia beyrichiana Cham. & Schltdl.","Spigelia","Loganiaceae","high","Spigelia beyrichiana"
"gbif",,"UEC","58810","Stigmatopteris caudata (Raddi) C.Chr.","Plantae","Dryopteridaceae","Stigmatopteris","1991","12","4","Brazil","São Paulo",,"Parque Estadual de Ilhabela","UNICAMP","PRESERVED_SPECIMEN","Salino, A",,,,,,"https://specieslink.net/col/2","caudata","Salino, A",,,"2024-11-25 11:37:19","(Raddi) C.Chr.Vareschi","1206",,,,,"Tracheophyta","Polypodiopsida","Polypodiales",,,,,,,,,,,"GBIF","Ilhabela","1991-01-01","Stigmatopteris caudata (Raddi) C.Chr.",,"BR",,,"1991-12-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county","1089022434",,,,"https://specieslink.net/guid/2/58810",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stigmatopteris",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Stigmatopteris caudata","Stigmatopteris caudata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC067030","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Stigmatopteris caudata","(Raddi) C.Chr.","name_w_authors","Dryopteridaceae","Stigmatopteris caudata","(Raddi) C.Chr.","species","name accepted","bfo-91144",,,"Stigmatopteris caudata (Raddi) C.Chr.","Stigmatopteris","Dryopteridaceae","unknown","Stigmatopteris caudata"
"speciesLink","SPF00110802","SPF","110802","Stylogyne pauciflora","Plantae","Primulaceae","Stylogyne","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","USP","PreservedSpecimen","Carrijo, TT","2010",,,"0","0","7","pauciflora","Proença, SL","-45.349998","-23.77","2023-12-20T16:07:08","Mez","86",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2010-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Proenca, S.L.","86","1995","Carrijo, T.T.","2010",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Stylogyne pauciflora","Mez","possibly_ok","Primulaceae","Stylogyne pauciflora","Mez","species","name accepted","bfo-10251",,,"Stylogyne pauciflora Mez","Stylogyne","Primulaceae","high","Stylogyne pauciflora"
"speciesLink","UEC067015","UEC","58834","Tectaria incisa","Plantae","Tectariaceae","Tectaria","1991","12","04","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","UNICAMP","S","Salino, A","1991",,,"0","0","2","incisa","Salino, A","-45.349998","-23.77","2024-11-25T11:37:37","Cav.","1208",,,,"23719","Pteridophyta",,,,,,,,,,,,,"SPLINK","Ilhabela","1991-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Salino, A.","1208","1991","Salino, A.","1991",,"Salino",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Tectaria incisa","Cav.","possibly_ok","Tectariaceae","Tectaria incisa","Cav.","species","name accepted","bfo-92130",,,"Tectaria incisa Cav.","Tectaria","Tectariaceae","low","Tectaria incisa"
"speciesLink","UFP032999","UFP","32999","Tradescantia fluminensis","Plantae","Commelinaceae","Tradescantia","1995","08","23","Brasil","São Paulo","IlhaBela","Parque Estadual de Ilhabela","UFPE","PreservedSpecimen","Kirizawa, M",,,,"0","0","155","fluminensis","Rapini, A; Proença, SL; Kirizawa, M","-45.349998","-23.77","2021-04-26T11:30:29","Vell.","48",,,,"23719",,,"Commelinales",,,,,,,,,,,"SPLINK","IlhaBela",,,,,,,,,,,,,,,,,,,"UFP",,"Rapini, A.","48","1995","Kirizawa, M.","n.d.","Proenca, S.L.; Kirizawa, M.","Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Tradescantia fluminensis","Vell.","possibly_ok","Commelinaceae","Tradescantia fluminensis","Vell.","species","name accepted","bfo-126857",,,"Tradescantia fluminensis Vell.","Tradescantia","Commelinaceae","low","Tradescantia fluminensis"
"speciesLink",,"SP","285612","Tradescantia umbraculifera","Plantae","Commelinaceae","Tradescantia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Água Branca","IBt","PreservedSpecimen","Pellegrini, MOO","2015","06","15","0","0","1","umbraculifera","Rapini, A; Proença, SL; Kirizawa, M","-45.349998","-23.77","2021-12-09T11:03:26","Hand.-Mazz.","48",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2015-06-15",,,,,,,,,,,,,,,,,,"SP",,"Rapini, A.","48","1995","Pellegrini, M.O.O.","2015","Proenca, S.L.; Kirizawa, M.","Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Tradescantia umbraculifera","Hand.-Mazz.","possibly_ok","Commelinaceae","Tradescantia umbraculifera","Hand.-Mazz.","species","name accepted","bfo-126858",,,"Tradescantia umbraculifera Hand.-Mazz.","Tradescantia","Commelinaceae","low","Tradescantia umbraculifera"
"speciesLink",,"SP","335066","Trema micrantha","Plantae","Cannabaceae","Trema","1998","12","15","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, região dos Três Tombos, cachoeira do 2° tombo","IBt","PreservedSpecimen","Pastore, JA","1999","02","22","0","0","1","micrantha","Baitello, JB; et al.","-45.349998","-23.77","2022-08-12T10:30:13","(L.) Blume","849",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","1999-02-22",,,,,,,,,,,,,,,,,,"SP",,"Baitello, J.B.","849","1998","Pastore, J.A.","1999",,"Baitello",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Trema micranthum","(L.) Blume","possibly_ok","Cannabaceae","Trema micranthum","(L.) Blume","species","replaced orth. variant","bfo-106894","Trema micranthum","(L.) Blume","Trema micranthum (L.) Blume","Trema","Cannabaceae","low","Trema micranthum"
"speciesLink",,"SP","370241","Triumfetta semitriloba","Plantae","Malvaceae","Triumfetta","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","IBt","PreservedSpecimen","Maia, B","1998","03",,"0","0","1","semitriloba","Proença, SL; et al.","-45.349998","-23.77","2023-10-20T09:12:13","Jacq.","91",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","1998-03-NA",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","91","1995","Maia, B.","1998",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Triumfetta semitriloba","Jacq.","possibly_ok","Malvaceae","Triumfetta semitriloba","Jacq.","species","name accepted","bfo-9267",,,"Triumfetta semitriloba Jacq.","Triumfetta","Malvaceae","low","Triumfetta semitriloba"
